timestamp,round,accuracy,loss,num_clients_trained
2026-09-02T18:10:40.981496,0,0.193170,5.238672,N/A
2026-09-02T18:11:35.907955,1,0.193170,5.238672,N/A
2026-09-02T18:12:20.952076,2,0.193170,5.238672,N/A
2026-09-02T18:13:07.160734,3,0.193170,5.238672,N/A
2026-09-02T18:13:48.557253,4,0.193170,5.238672,N/A
2026-09-02T18:14:29.291141,5,0.193170,5.238672,N/A
2026-09-02T18:15:11.381220,6,0.193170,5.238672,N/A
2026-09-02T18:15:55.207905,7,0.193170,5.238672,N/A
2026-09-02T18:17:41.778769,8,0.193170,5.238672,N/A
2026-09-02T18:19:49.166927,9,0.193170,5.238672,N/A
2026-09-02T18:22:03.883127,10,0.193170,5.238672,N/A
