timestamp,round,accuracy,loss,num_clients_trained
2026-09-04T20:09:33.573750,0,0.000313,8.511227,N/A
2026-09-04T20:10:54.452575,1,0.082130,6.664537,7
2026-09-04T20:11:58.066080,2,0.101037,6.164371,7
2026-09-04T20:12:24.045505,3,0.101683,6.154962,7
2026-09-04T20:13:28.003048,4,0.105051,6.033206,7
2026-09-04T20:13:59.613835,5,0.112385,6.006936,7
2026-09-04T20:14:28.553933,6,0.111504,6.003410,7
2026-09-04T20:14:56.667651,7,0.112933,5.992714,7
2026-09-04T20:15:59.269263,8,0.111288,5.927155,7
2026-09-04T20:17:06.676179,9,0.122666,5.848923,7
2026-09-04T20:18:12.597671,10,0.126524,5.793609,7
2026-09-04T20:19:18.120496,11,0.127836,5.753580,7
2026-09-04T20:20:20.598783,12,0.132369,5.715787,7
2026-09-04T20:21:27.301164,13,0.133593,5.691589,7
2026-09-04T20:22:33.731665,14,0.133995,5.662334,7
2026-09-04T20:22:59.750583,15,0.137196,5.645738,7
2026-09-04T20:23:30.656023,16,0.137040,5.642858,7
2026-09-04T20:24:01.606248,17,0.137852,5.637580,7
2026-09-04T20:25:04.346956,18,0.137069,5.625060,7
2026-09-04T20:26:05.565072,19,0.140251,5.604668,7
2026-09-04T20:27:07.623758,20,0.141671,5.589718,7
