timestamp,round,accuracy,loss,num_clients_trained
2026-09-07T14:44:20.610757,0,0.101000,2.300121,N/A
2026-09-07T14:46:40.665111,1,0.558000,1.867979,7
2026-09-07T14:46:54.700013,2,0.728000,1.568980,7
2026-09-07T14:46:55.140661,3,0.737000,1.381657,7
2026-09-07T14:46:55.567893,4,0.774000,1.224966,7
2026-09-07T14:46:55.992039,5,0.747000,1.128669,7
2026-09-07T14:46:56.415500,6,0.797000,1.024891,7
2026-09-07T14:46:56.950859,7,0.788000,0.969755,7
2026-09-07T14:46:57.484856,8,0.793000,0.913689,7
2026-09-07T14:46:58.022375,9,0.815000,0.867491,7
2026-09-07T14:46:58.556026,10,0.811000,0.835110,7
2026-09-07T14:46:59.111229,11,0.824000,0.801349,7
2026-09-07T14:46:59.641216,12,0.818000,0.776258,7
2026-09-07T14:47:00.174639,13,0.804000,0.762559,7
2026-09-07T14:47:00.706617,14,0.817000,0.737190,7
2026-09-07T14:47:01.132523,15,0.819000,0.714229,7
2026-09-07T14:47:01.555996,16,0.815000,0.707817,7
2026-09-07T14:47:01.979886,17,0.827000,0.683876,7
2026-09-07T14:47:02.511061,18,0.817000,0.674534,7
2026-09-07T14:47:03.045518,19,0.807000,0.673036,7
2026-09-07T14:47:03.571817,20,0.832000,0.642845,7
