timestamp,round,accuracy,loss,num_clients_trained
2026-09-08T13:43:20.513847,0,0.101500,2.305463,N/A
2026-09-08T13:44:28.648523,1,0.099800,2.306894,7
2026-09-08T13:45:20.553219,2,0.174600,2.148323,7
2026-09-08T13:46:11.905179,3,0.231800,2.068825,7
2026-09-08T13:47:03.663624,4,0.242500,2.027961,7
2026-09-08T13:47:43.361068,5,0.254500,1.992468,7
2026-09-08T13:47:58.089863,6,0.253000,1.971225,7
2026-09-08T13:48:14.723465,7,0.279800,1.960072,7
2026-09-08T13:48:30.280679,8,0.297500,1.938104,7
2026-09-08T13:48:46.091548,9,0.303100,1.923890,7
2026-09-08T13:49:01.577088,10,0.283800,1.961371,7
2026-09-08T13:49:19.932610,11,0.290300,1.917558,7
2026-09-08T13:49:37.942322,12,0.299900,1.920949,7
2026-09-08T13:49:55.688163,13,0.322300,1.901032,7
2026-09-08T13:50:13.548336,14,0.315500,1.880858,7
2026-09-08T13:50:29.944747,15,0.331200,1.847783,7
2026-09-08T13:50:47.573719,16,0.320800,1.881591,7
2026-09-08T13:51:03.772650,17,0.312300,1.898241,7
2026-09-08T13:51:21.671915,18,0.304900,1.876187,7
2026-09-08T13:51:38.908623,19,0.302000,1.889132,7
2026-09-08T13:51:58.662224,20,0.311800,1.883704,7
