timestamp,round,accuracy,loss,num_clients_trained
2026-09-08T12:46:39.782673,0,0.101500,2.305463,N/A
2026-09-08T12:48:06.669323,1,0.100800,2.308987,10
2026-09-08T12:49:22.443328,2,0.172500,2.139764,10
2026-09-08T12:50:42.261751,3,0.208400,2.080064,10
2026-09-08T12:52:02.355703,4,0.237900,2.046515,10
2026-09-08T12:53:17.351402,5,0.233100,1.995974,10
2026-09-08T12:54:31.168630,6,0.249800,1.980414,10
2026-09-08T12:55:45.974145,7,0.252100,1.972809,10
2026-09-08T12:57:00.091619,8,0.250700,1.988460,10
2026-09-08T12:58:14.574814,9,0.269100,1.944554,10
2026-09-08T12:59:29.682539,10,0.283200,1.969913,10
2026-09-08T13:00:44.940248,11,0.263700,2.010423,10
2026-09-08T13:02:33.649813,12,0.298400,1.927011,10
2026-09-08T13:04:20.498012,13,0.307400,1.896533,10
2026-09-08T13:06:29.846584,14,0.288700,1.943305,10
2026-09-08T13:07:52.025586,15,0.292800,1.941229,10
2026-09-08T13:09:03.369690,16,0.310400,1.901324,10
2026-09-08T13:10:49.693628,17,0.315700,1.899370,10
2026-09-08T13:12:36.670543,18,0.315400,1.874586,10
2026-09-08T13:14:38.340391,19,0.308200,1.892401,10
2026-09-08T13:16:00.632144,20,0.309700,1.874220,10
