timestamp,round,accuracy,loss,num_clients_trained
2026-09-07T14:40:34.770200,0,0.115000,2.304045,N/A
2026-09-07T14:43:12.939056,1,0.673000,1.868326,10
2026-09-07T14:43:13.587988,2,0.697000,1.569048,10
2026-09-07T14:43:14.256632,3,0.747000,1.365353,10
2026-09-07T14:43:14.896454,4,0.762000,1.219599,10
2026-09-07T14:43:15.544248,5,0.798000,1.108092,10
2026-09-07T14:43:16.178221,6,0.781000,1.040479,10
2026-09-07T14:43:16.715815,7,0.798000,0.963060,10
2026-09-07T14:43:17.250344,8,0.805000,0.910135,10
2026-09-07T14:43:17.700340,9,0.799000,0.871943,10
2026-09-07T14:43:18.238619,10,0.808000,0.835239,10
2026-09-07T14:43:18.679246,11,0.818000,0.798240,10
2026-09-07T14:43:19.210273,12,0.833000,0.772131,10
2026-09-07T14:43:19.747858,13,0.823000,0.751068,10
2026-09-07T14:43:20.299987,14,0.818000,0.732248,10
2026-09-07T14:43:20.940703,15,0.816000,0.726021,10
2026-09-07T14:43:21.467975,16,0.828000,0.699598,10
2026-09-07T14:43:22.100071,17,0.838000,0.680057,10
2026-09-07T14:43:22.738026,18,0.834000,0.666293,10
2026-09-07T14:43:23.286992,19,0.832000,0.655447,10
2026-09-07T14:43:23.850053,20,0.830000,0.644057,10
