timestamp,round,accuracy,loss,num_clients_trained
2026-09-08T17:15:43.865841,0,0.198454,5.094330,N/A
2026-09-08T17:22:40.813708,1,0.211710,4.906726,10
2026-09-08T17:29:07.390952,2,0.220517,4.804915,10
2026-09-08T17:35:35.427131,3,0.221939,4.765021,10
2026-09-08T17:42:04.986024,4,0.223591,4.743359,10
2026-09-08T17:48:31.374448,5,0.224164,4.728520,10
2026-09-08T17:54:59.264466,6,0.224554,4.717901,10
2026-09-08T18:01:33.037767,7,0.224577,4.709860,10
2026-09-08T18:08:01.972500,8,0.224921,4.703433,10
2026-09-08T18:14:29.417738,9,0.225701,4.698120,10
2026-09-08T18:21:00.468390,10,0.226205,4.693629,10
2026-09-08T18:27:27.471548,11,0.226274,4.689701,10
2026-09-08T18:33:57.307223,12,0.226320,4.686320,10
2026-09-08T18:40:29.375212,13,0.226274,4.683384,10
2026-09-08T18:46:57.494890,14,0.226526,4.680834,10
2026-09-08T18:53:23.666451,15,0.226503,4.678617,10
2026-09-08T18:59:54.958849,16,0.226687,4.676671,10
2026-09-08T19:06:22.545821,17,0.226733,4.674976,10
2026-09-08T19:12:45.648957,18,0.226802,4.673473,10
2026-09-08T19:19:15.299398,19,0.226710,4.672150,10
2026-09-08T19:25:46.116807,20,0.226824,4.670984,10
