timestamp,round,accuracy,loss,num_clients_trained
2026-09-08T11:38:05.518682,0,0.000176,8.513838,N/A
2026-09-08T11:39:38.695549,1,0.070615,8.131731,10
2026-09-08T11:40:55.277008,2,0.070361,7.235340,10
2026-09-08T11:42:13.218635,3,0.080661,6.547869,10
2026-09-08T11:43:29.033690,4,0.085978,6.331354,10
2026-09-08T11:44:44.758841,5,0.096719,6.223126,10
2026-09-08T11:45:58.501533,6,0.100949,6.150246,10
2026-09-08T11:47:12.226500,7,0.105149,6.091787,10
2026-09-08T11:48:28.995102,8,0.108224,6.042676,10
2026-09-08T11:49:44.120502,9,0.110476,6.000963,10
2026-09-08T11:50:58.133602,10,0.112561,5.964857,10
2026-09-08T11:52:12.952358,11,0.114941,5.933304,10
2026-09-08T11:53:27.309598,12,0.116909,5.905390,10
2026-09-08T11:54:41.885328,13,0.118965,5.880412,10
2026-09-08T11:55:54.303848,14,0.121060,5.857833,10
2026-09-08T11:57:07.186080,15,0.122783,5.837226,10
2026-09-08T11:58:20.375208,16,0.123998,5.818267,10
2026-09-08T11:59:32.981078,17,0.124879,5.800713,10
2026-09-08T12:00:45.384335,18,0.126220,5.784365,10
2026-09-08T12:01:58.106020,19,0.127111,5.769063,10
2026-09-08T12:03:12.992251,20,0.128061,5.754705,10
