timestamp,round,accuracy,loss,num_clients_trained
2026-09-04T22:25:06.637670,0,0.105000,2.302722,N/A
2026-09-04T22:27:23.726688,1,0.708000,1.859910,10
2026-09-04T22:27:24.176973,2,0.676000,1.575203,10
2026-09-04T22:27:24.711320,3,0.732000,1.370976,10
2026-09-04T22:27:25.236668,4,0.798000,1.214294,10
2026-09-04T22:27:25.671265,5,0.791000,1.112413,10
2026-09-04T22:27:26.095924,6,0.805000,1.026367,10
2026-09-04T22:27:26.521943,7,0.814000,0.958745,10
2026-09-04T22:27:27.069876,8,0.800000,0.913526,10
2026-09-04T22:27:27.606877,9,0.810000,0.873160,10
2026-09-04T22:27:28.134058,10,0.809000,0.832942,10
2026-09-04T22:27:28.662078,11,0.826000,0.799208,10
2026-09-04T22:27:29.191577,12,0.826000,0.773114,10
2026-09-04T22:27:29.618662,13,0.820000,0.751407,10
2026-09-04T22:27:30.053662,14,0.813000,0.735906,10
2026-09-04T22:27:30.481449,15,0.816000,0.713021,10
2026-09-04T22:27:30.907839,16,0.821000,0.696962,10
2026-09-04T22:27:31.334067,17,0.831000,0.680762,10
2026-09-04T22:27:31.866152,18,0.839000,0.664557,10
2026-09-04T22:27:32.408673,19,0.831000,0.656564,10
2026-09-04T22:27:32.959981,20,0.840000,0.644305,10
