timestamp,round,accuracy,loss,num_clients_trained
2026-09-07T14:54:42.933821,0,0.000127,8.522082,N/A
2026-09-07T14:54:59.707075,1,0.067688,8.444274,7
2026-09-07T14:55:14.783116,2,0.083354,6.603681,7
2026-09-07T14:55:29.005997,3,0.099647,6.149749,7
2026-09-07T14:55:35.958820,4,0.105335,6.129538,7
2026-09-07T14:55:50.097186,5,0.108674,6.004978,7
2026-09-07T14:56:03.609304,6,0.116625,5.908696,7
2026-09-07T14:56:17.864989,7,0.117604,5.848750,7
2026-09-07T14:56:31.015217,8,0.126318,5.785019,7
2026-09-07T14:56:44.978254,9,0.129373,5.747065,7
2026-09-07T14:56:52.433981,10,0.131047,5.731024,7
2026-09-07T14:56:59.401115,11,0.131439,5.723909,7
2026-09-07T14:57:14.139613,12,0.132771,5.697164,7
2026-09-07T14:57:27.591099,13,0.135581,5.668837,7
2026-09-07T14:57:40.622079,14,0.137529,5.645036,7
2026-09-07T14:57:53.605409,15,0.137314,5.629272,7
2026-09-07T14:58:07.641047,16,0.137980,5.616339,7
2026-09-07T14:58:20.973089,17,0.140897,5.589367,7
2026-09-07T14:58:35.537541,18,0.141534,5.581470,7
2026-09-07T14:58:50.009304,19,0.143580,5.566554,7
2026-09-07T14:59:02.931969,20,0.144060,5.559902,7
